date,symbol,last_price_at_open,avg_vol_14d,atr_14d,rvol_first_candle,or_high,or_low,or_range,or_range_pct_of_price,first_candle_close_color,direction_bias,status,entry_time_et,entry_price,stop_price,stop_style,target_price,target_r_multiple,shares,risk_dollars,risk_pct_equity,exit_time_et,exit_price,realized_pnl,r_multiple_realized,reason_pass_fail,notes
2026-09-03,MRK,152.30,12487332,5.93,0.275,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(28%<100%),watchlist; pre-market +0.44% vs prior close 151.64
2026-09-03,TTWO,217.36,2713249,10.53,1.153,218.3500,216.4500,1.9000,0.87%,green,long,watching,,,,,,,,,,,,,,pass_universe;rvol_pass;bias_long(weak-body_11pct_of_range);range_ok,watchlist; pre-market +0.56%
2026-09-03,SLS,13.95,7868844,1.37,1.605,14.0836,13.9055,0.1781,1.27%,red,short,watching,,,,,,,,,,,,,,pass_universe;rvol_pass(strong);bias_short(weak-body_0pct_of_range);range_ok,watchlist; pre-market -1.48% (fading after yesterday's strong close)
2026-09-03,GAIN,16.40,170417,,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d~0.17M<1M),
2026-09-03,MSFT,501.33,22245079,9.57,2.509,509.6100,500.8000,8.8100,1.73%,green,long,watching,,,,,,,,,,,,,,pass_universe;rvol_pass(strong);bias_long;RANGE_OVERSIZED(1.73%>1.5% cap - halve size if triggers),watchlist; pre-market +0.91%
2026-09-03,NVDA,226.25,134542680,7.18,2.282,227.4400,224.7500,2.6900,1.18%,green,long,watching,,,,,,,,,,,,,,pass_universe;rvol_pass(strong);bias_long;range_ok,watchlist; pre-market +0.82%
2026-09-03,GOOGL,340.34,22147716,6.93,2.548,343.6300,340.0600,3.5700,1.04%,green,long,watching,,,,,,,,,,,,,,pass_universe;rvol_pass(strong);bias_long;range_ok,watchlist; pre-market +0.96%
2026-09-03,CMPS,13.01,2149000,0.64,5.823,13.1259,12.7600,0.3659,2.85%,red,short,watching,,,,,,,,,,,,,,pass_universe;rvol_pass(strong);bias_short;RANGE_OVERSIZED(2.85%>1.5% cap - halve size if triggers),watchlist; pre-market -1.66%
2026-09-03,ABT,110.87,8042893,2.57,0.264,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(26%<100%),watchlist; pre-market +0.36%
2026-09-03,RBLX,41.38,10384522,1.94,0.848,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(85%<100%),watchlist; pre-market +0.42%
2026-09-03,LCID,4.79,,,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(price<$5),
2026-09-03,RIVN,15.78,23319030,0.70,2.043,16.0450,15.6900,0.3550,2.21%,green,long,watching,,,,,,,,,,,,,,pass_universe;rvol_pass(strong);bias_long;RANGE_OVERSIZED(2.21%>1.5% cap - halve size if triggers),watchlist; pre-market +1.09%
2026-09-03,REGN,849.48,658889,,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d~0.66M<1M),
2026-09-03,LLY,1165.00,2591892,36.49,1.100,1171.6600,1151.0700,20.5900,1.79%,red,short,watching,,,,,,,,,,,,,,pass_universe;rvol_pass;bias_short;RANGE_OVERSIZED(1.79%>1.5% cap - halve size if triggers),watchlist; pre-market +0.42%
2026-09-03,VOO,705.75,6820898,5.35,0.826,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(83%<100%),watchlist; pre-market +0.33%
2026-09-03,WY,23.23,4568735,0.62,0.398,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(40%<100%),watchlist; pre-market +0.17%
2026-09-03,WFG,66.90,216827,,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d~0.22M<1M),
2026-09-03,RKT,13.87,21486719,0.67,0.895,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(90%<100%),watchlist; pre-market +2.29%
2026-09-03,AMC,2.68,,,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(price<$5),
2026-09-03,NOK,9.76,64162292,0.44,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(atr_14d~0.44<0.50),
2026-09-03,NIO,3.78,,,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(price<$5),
2026-09-03,BB,7.70,8987942,0.48,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(atr_14d~0.48<0.50 - borderline),
2026-09-03,GME,19.00,6089101,0.44,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(atr_14d~0.44<0.50 - borderline),
2026-09-03,DRIV,34.00,26678,,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d~0.03M<<1M),
2026-09-03,BLNK,0.53,,,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(price<$5),
2026-09-03,FCEL,14.38,8267460,2.37,2.470,14.4000,13.9132,0.4868,3.46%,red,short,watching,,,,,,,,,,,,,,pass_universe;rvol_pass(strong);bias_short;RANGE_OVERSIZED(3.46%>1.5% cap - halve size if triggers),watchlist; pre-market -0.14% (stabilizing after yesterday's -15.6% collapse)
2026-09-03,SNOW,376.00,4191665,13.17,10.872,384.5500,372.5600,11.9900,3.17%,green,long,watching,,,,,,,,,,,,,,pass_universe;market_scan;rvol_pass(strong);bias_long(weak-body_11pct_of_range);RANGE_OVERSIZED(3.17%>1.5% cap - halve size if triggers),huge catalyst gap: +22.94% (likely post-earnings); third consecutive day in play - long trigger yesterday
2026-09-03,FIVE,257.25,1136038,8.77,4.930,260.1200,248.0648,12.0552,4.86%,red,short,watching,,,,,,,,,,,,,,pass_universe;market_scan;rvol_pass(strong);bias_short;RANGE_OVERSIZED(4.86%>1.5% cap - halve size if triggers),+5.83%
2026-09-03,DDOG,219.99,3795051,14.17,7.045,221.0000,214.2500,6.7500,3.10%,red,short,watching,,,,,,,,,,,,,,pass_universe;market_scan;rvol_pass(strong);bias_short(weak-body_29pct_of_range);RANGE_OVERSIZED(3.10%>1.5% cap - halve size if triggers),+5.14%; back in the scan after yesterday's marginal short trigger
2026-09-03,AVGO,351.72,22946468,12.66,9.092,353.6499,345.5800,8.0699,2.33%,red,short,watching,,,,,,,,,,,,,,pass_universe;market_scan;rvol_pass(strong);bias_short;RANGE_OVERSIZED(2.33%>1.5% cap - halve size if triggers),-4.23%
2026-09-03,AEM,204.90,3670814,8.10,1.123,203.5850,202.0100,1.5750,0.78%,red,short,watching,,,,,,,,,,,,,,pass_universe;market_scan;rvol_pass;bias_short;range_ok,+4.19%; back again after Mon's long trigger and Tue's invalidation
2026-09-03,COIN,181.60,10838886,10.89,2.098,185.1200,181.0000,4.1200,2.23%,green,long,watching,,,,,,,,,,,,,,pass_universe;market_scan;rvol_pass(strong);bias_long;RANGE_OVERSIZED(2.23%>1.5% cap - halve size if triggers),+3.80%
2026-09-03,GWRE,199.93,1137072,8.11,0.830,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(83%<100%),+3.72%
2026-09-03,CRWD,209.04,11388257,12.89,2.855,209.0499,203.7800,5.2699,2.55%,red,short,watching,,,,,,,,,,,,,,pass_universe;market_scan;rvol_pass(strong);bias_short;RANGE_OVERSIZED(2.55%>1.5% cap - halve size if triggers),+2.76%
2026-09-03,HUBS,252.00,1296006,14.49,0.545,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(55%<100%),+2.64%
2026-09-03,TWLO,232.57,1931261,10.91,0.165,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(16%<100%),+2.57%
2026-09-03,WDAY,205.97,4689945,10.07,1.787,211.8050,203.6700,8.1350,3.84%,green,long,watching,,,,,,,,,,,,,,pass_universe;market_scan;rvol_pass(strong);bias_long;RANGE_OVERSIZED(3.84%>1.5% cap - halve size if triggers),+2.54%
2026-09-03,VEEV,287.80,2030026,10.91,0.674,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(67%<100%),+2.52%
2026-09-03,ADBE,286.66,4156002,10.19,1.436,291.2000,284.6168,6.5832,2.26%,green,long,watching,,,,,,,,,,,,,,pass_universe;market_scan;rvol_pass;bias_long;RANGE_OVERSIZED(2.26%>1.5% cap - halve size if triggers),+2.46%; back again after yesterday's near-miss long
