date,symbol,last_price_at_open,avg_vol_14d,atr_14d,rvol_first_candle,or_high,or_low,or_range,or_range_pct_of_price,first_candle_close_color,direction_bias,status,entry_time_et,entry_price,stop_price,stop_style,target_price,target_r_multiple,shares,risk_dollars,risk_pct_equity,exit_time_et,exit_price,realized_pnl,r_multiple_realized,reason_pass_fail,notes
2026-08-27,MRK,150.845,11836912,3.89,1.23,151.32,149.02,2.30,1.53%,green,long,triggered_no_capital,10:35,151.465,149.02,full_range,155.135-155.91,1.5-2.0,0,0,0%,,,,,pass_universe;rvol_pass;bias_long;RANGE_OVERSIZED(halve size);body close above OR High (151.465>151.32) body 68% of range,just triggered this candle - not yet confirmed by a follow-through candle; BLOCKED_NO_BUYING_POWER
2026-08-27,TTWO,234.60,2388370,8.03,2.11,237.88,233.50,4.38,1.87%,red,short,skipped,,,,,,,,,,,,,,fail_doji(body only 6.8% of range; open~close - indecisive after yesterday's big move),
2026-08-27,SLS,14.085,6882776,1.13,1.66,14.1783,13.9157,0.2626,1.87%,green,long,triggered_no_capital,09:55,14.745,13.9157,full_range,15.989-16.404,1.5-2.0,0,0,0%,,,,,pass_universe;rvol_pass;bias_long;RANGE_OVERSIZED(halve size);body close above OR High (14.745>14.1783) strong body 93% of range,BLOCKED_NO_BUYING_POWER - no order placed
2026-08-27,MSFT,491.64,24340604,5.5,1.78,497.01,490.08,6.93,1.41%,red,short,watching,,,,,,,,,,,,,pass_universe;rvol_pass;bias_short;range_ok,no trigger (bias short-only); price instead rallied above OR High (497.99 at 09:55) - short setup invalidated, no long trade taken per direction-bias rule
2026-08-27,NVDA,222.322,104463460,10.7,8.50,225.50,221.22,4.28,1.93%,red,short,watching,,,,,,,,,,,,,pass_universe;rvol_pass(very strong-catalyst gap);bias_short;RANGE_OVERSIZED(1.93%>1.5% cap - halve size or skip if triggers),no trigger (bias short-only); price closed above OR High multiple times (225.62/225.795) - short setup dead
2026-08-27,GOOGL,339.49,21252687,7.8,3.32,340.58,338.52,2.06,0.61%,red,short,watching,,,,,,,,,,,,,pass_universe;rvol_pass;bias_short(weak-body_14pct_of_range);range_ok,no trigger (bias short-only); price closed above OR High (340.84 at 09:45) - short setup invalidated
2026-08-27,CMPS,14.45,2552831,0.68,3.10,14.7122,14.40,0.3122,2.15%,red,short,watching,,,,,,,,,,,,,pass_universe;rvol_pass(strong);bias_short;RANGE_OVERSIZED(2.15%>1.5% cap - halve size if triggers),no trigger through 10:35 candle; still holding mid-range 14.42-14.49
2026-08-27,ABT,112.65,7446742,1.5,0.834,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(83%<100%),
2026-08-27,RBLX,37.525,11976630,,0.185,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(19%<100%),
2026-08-27,RIVN,16.65,20515520,,1.33,16.66,16.4201,0.2399,1.45%,green,long,triggered_no_capital,09:40,16.87,16.4201,full_range,17.245-17.42,1.5-2.0,0,0,0%,,,,,pass_universe;rvol_pass;bias_long;range_ok(full size eligible);body close above OR High (16.87>16.66) strong body 94% of range,FADED then chopping around the level through 10:15 (16.6-16.73); no order placed anyway (unfunded)
2026-08-27,REGN,806.00,~0.7M(prior day proxy),,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d~0.72M<1M),
2026-08-27,LLY,1183.43,2527190,26,0.589,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(59%<100%),
2026-08-27,VOO,705.48,6014622,,0.840,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(84%<100%),
2026-08-27,WY,23.91,4993082,0.53,0.612,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(61%<100%),
2026-08-27,RKT,13.925,27056714,,0.175,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(18%<100%),
2026-08-27,NOK,10.605,~75000000(approx),,~0.77,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(~77%<100%; approx),
2026-08-27,BB,8.235,~9200000(approx),,1.37,8.25,8.09,0.16,1.96%,green,long,triggered_no_capital,09:40,8.305,8.09,full_range,8.6225-8.735,1.5-2.0,0,0,0%,,,,,pass_universe;rvol_pass;bias_long;RANGE_OVERSIZED(halve size);body close above OR High (8.305>8.25) body 51% of range,FADED then reclaimed OR High and held through 10:15 (8.35 new high); no order placed anyway (unfunded)
2026-08-27,FCEL,19.12,8384059,2.0,1.09,19.84,19.12,0.72,3.71%,red,short,watching,,,,,,,,,,,,,pass_universe;rvol_pass(marginal);bias_short;RANGE_OVERSIZED(3.71%>>1.5% cap - halve size or skip if triggers),no trigger through 10:35 candle; drifted further to 19.37-19.53, short bias dead
2026-08-27,GAIN,16.42,~220K(approx),,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d<<1M),
2026-08-27,WFG,67.825,~221K(approx),,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d<<1M; also very wide bid/ask spread today - illiquid),
2026-08-27,DRIV,34.27,~30K(approx),,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d<<1M),
2026-08-27,GME,17.97,~5.0M(approx),~0.40(approx - borderline),,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(atr_14d~0.40<0.50 - borderline),
2026-08-27,LCID,4.9785,,,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(price<$5 - dropped below $5 overnight; passed yesterday at 5.175),
2026-08-27,AMC,2.6315,,,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(price<$5),
2026-08-27,NIO,4.39,,,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(price<$5),
2026-08-27,BLNK,0.5959,,,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(price<$5),
2026-08-27,CRM,235.09,12212953,7.71,24.99,235.7977,230.71,5.0877,2.18%,green,long,triggered_no_capital,09:40,238.785,230.71,full_range,250.90-254.94,1.5-2.0,0,0,0%,,,,,pass_universe;market_scan;rvol_pass(extreme-earnings/catalyst +16%);bias_long;RANGE_OVERSIZED(halve size);body close above OR High (238.785>235.7977) body 62% of range,strongly confirmed - 09:45 candle continued to 243.915 then holding ~242; BLOCKED_NO_BUYING_POWER
2026-08-27,BURL,306.895,1057365,10.78,22.77,314.7198,302.00,12.7198,4.13%,red,short,watching,,,,,,,,,,,,,pass_universe;market_scan;rvol_pass(extreme);bias_short(weak-body_11pct_of_range;indecisive);RANGE_OVERSIZED(4.13%>>1.5% cap - skip or minimal size only),no trigger through 10:35 candle; drifted down to 302.82 (close to OR Low 302.00) but not yet confirmed
2026-08-27,CRWD,216.7744,7883456,9.43,19.84,216.87,206.20,10.67,5.03%,green,long,triggered_no_capital,09:45,221.3701,206.20,full_range,,,,,,,,,,pass_universe;market_scan;rvol_pass(extreme +14%);bias_long;closed_near_high;RANGE_OVERSIZED(way oversized - skip or minimal size only);body close above OR High (221.3701>216.87) very strong body 94% of range,confirmed holding above at 09:55 (218.91) after a pullback; BLOCKED_NO_BUYING_POWER
2026-08-27,VEEV,281.88,1655567,8.17,14.57,282.44,275.385,7.055,2.52%,green,long,triggered_no_capital,09:40,287.90,275.385,full_range,306.67-312.93,1.5-2.0,0,0,0%,,,,,pass_universe;market_scan;rvol_pass(extreme +17%);bias_long(weak-body_27pct_of_range);RANGE_OVERSIZED(halve size);body close above OR High (287.90>282.44) body 70% of range,strongly confirmed - clean sustained uptrend through 09:55 (291.07); BLOCKED_NO_BUYING_POWER
2026-08-27,SNPS,422.16,1483295,12.78,12.86,433.4912,417.68,15.8112,3.76%,green,long,triggered_no_capital,09:45,435.00,417.68,full_range,,,,,,,,,,pass_universe;market_scan;rvol_pass(strong);bias_long(weak-body_21pct_of_range);RANGE_OVERSIZED(way oversized - skip or minimal size only);body close above OR High (435.00>433.4912) body 76% of range,strongly confirmed - continued trending up to 441.18 by 09:55; BLOCKED_NO_BUYING_POWER
2026-08-27,STX,844.00,4055854,64.60,11.35,876.01,841.4375,34.5725,4.02%,red,short,triggered_no_capital,09:50,831.745,876.01,full_range,,,,,,,,,,pass_universe;market_scan;rvol_pass(strong);bias_short;closed_near_low;RANGE_OVERSIZED(way oversized - skip or minimal size only);body close below OR Low (831.745<841.4375) very strong body 93% of range,confirmed holding down at 09:55 (831.69); big down move possible earnings miss; BLOCKED_NO_BUYING_POWER
2026-08-27,BE,221.135,12197091,21.59,11.22,227.99,218.97,9.02,4.03%,red,short,triggered_no_capital,10:00,216.78,227.99,full_range,,,,,,,,,,pass_universe;market_scan;rvol_pass(strong);bias_short;RANGE_OVERSIZED(way oversized - skip or minimal size only);body close below OR Low (216.78<218.97) body 58% of range,weakening follow-through - drifted back up to 218.76 by 10:15 (close to re-breaching OR Low); BLOCKED_NO_BUYING_POWER
2026-08-27,JNJ,267.305,6217825,5.52,11.17,268.0186,266.00,2.0186,0.76%,red,short,triggered_no_capital,09:45,264.63,268.0186,full_range,259.55-257.85,1.5-2.0,0,0,0%,,,,,pass_universe;market_scan;rvol_pass(scan-level; candle itself modest);bias_short(weak-body_15pct_of_range);range_ok(full size eligible);body close below OR Low (264.63<266.00) strong body 88% of range,confirmed holding below at 09:55 (265.01); BLOCKED_NO_BUYING_POWER
2026-08-27,RVMD,219.7908,1713367,8.10,9.85,224.24,217.87,6.37,2.91%,green,long,watching,,,,,,,,,,,,,pass_universe;market_scan;rvol_pass(strong);bias_long(weak-body_26pct_of_range);RANGE_OVERSIZED(2.91%>1.5% cap - halve size or skip if triggers),no trigger through 10:35 candle; drifted down to 218.175, long bias dead
