date,symbol,last_price_at_open,avg_vol_14d,atr_14d,rvol_first_candle,or_high,or_low,or_range,or_range_pct_of_price,first_candle_close_color,direction_bias,status,entry_time_et,entry_price,stop_price,stop_style,target_price,target_r_multiple,shares,risk_dollars,risk_pct_equity,exit_time_et,exit_price,realized_pnl,r_multiple_realized,reason_pass_fail,notes
2026-09-09,MRK,148.84,12233968,4.95,0.260,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(26%<100%),"watchlist; pre-market survivor, awaiting 09:30-09:35 ET OR candle"
2026-09-09,TTWO,213.85,2905296,8.57,1.320,213.1011,210.5000,2.6011,1.23%,red,short,triggered_no_capital,09:35,209.2627,213.1011,full_range,203.5051,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_short(moderate-body_40pct_of_range);range_ok;body_close_confirmed,"very first post-OR candle (09:35) closed 209.26, below OR Low(210.50); immediate continuation; NO CAPITAL - signal only, not executed"
2026-09-09,SLS,13.81,7979603,1.29,0.910,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(91%<100%),"watchlist; pre-market survivor, awaiting 09:30-09:35 ET OR candle"
2026-09-09,GAIN,16.24,152790,0.24,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d~0.15M<1M),watchlist
2026-09-09,MSFT,494.00,21614286,10.27,1.700,494.2300,491.1400,3.0900,0.63%,red,short,triggered_no_capital,10:05,491.1200,494.2300,full_range,486.4550,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_short(weak-body_1pct_of_range);range_ok;body_close_confirmed,"10:05 ET candle closed 491.12, first close below OR Low(491.14) after chopping just above it for 30 minutes; NO CAPITAL - signal only, not executed"
2026-09-09,NVDA,224.65,143150665,7.80,1.190,225.9500,224.5601,1.3899,0.62%,red,short,triggered_no_capital,10:00,224.2150,225.9500,full_range,221.6125,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_short(weak-body_14pct_of_range);range_ok;body_close_confirmed,"10:00 ET candle closed 224.215, first close below OR Low(224.5601) after chopping just above it for 25 minutes; NO CAPITAL - signal only, not executed"
2026-09-09,GOOGL,331.36,22967954,6.73,4.690,331.8500,328.1500,3.7000,1.12%,red,short,expired,,,,,,,,,,,,,,pass_universe;rvol_pass;bias_short(moderate-body_57pct_of_range);range_ok,"no clean breakout by 11:00 ET entry_cutoff - chopped 328.15-331.85 all session, never a confirmed body close below OR Low(328.15); invalidated per time filter"
2026-09-09,CMPS,14.60,2118050,0.67,2.840,14.4200,14.2000,0.2200,1.54%,green,long,triggered_no_capital,09:40,14.4500,14.2000,full_range,14.8250,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_long(moderate-body_43pct_of_range);RANGE_OVERSIZED(1.54%>1.5% cap - halve size if triggers);body_close_confirmed,"09:40 candle closed 14.45, above OR High(14.42); RANGE_OVERSIZED - would halve size; NO CAPITAL - signal only, not executed"
2026-09-09,ABT,106.01,7821866,2.78,0.300,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(30%<100%),"watchlist; pre-market survivor, awaiting 09:30-09:35 ET OR candle"
2026-09-09,RBLX,44.79,10626394,2.02,1.020,44.8750,44.0900,0.7850,1.77%,red,short,triggered_no_capital,09:35,43.9900,44.8750,full_range,42.6625,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_short(weak-body_28pct_of_range);RANGE_OVERSIZED(1.77%>1.5% cap - halve size if triggers);body_close_confirmed,"very first post-OR candle (09:35) closed 43.99, below OR Low(44.09); RANGE_OVERSIZED - would halve size; NO CAPITAL - signal only, not executed"
