date,symbol,last_price_at_open,avg_vol_14d,atr_14d,rvol_first_candle,or_high,or_low,or_range,or_range_pct_of_price,first_candle_close_color,direction_bias,status,entry_time_et,entry_price,stop_price,stop_style,target_price,target_r_multiple,shares,risk_dollars,risk_pct_equity,exit_time_et,exit_price,realized_pnl,r_multiple_realized,reason_pass_fail,notes
2026-09-23,ABT,103.9100,8874532,2.3657,0.6970,104.2200,103.1100,1.1100,1.0682%,red,short,triggered_no_capital,09:45,103.0860,104.2200,full_range,101.3850,1.5,0,0,0%,,,,,PASS universe filters (watchlist),"RVOL_BELOW_THRESHOLD(rvol=0.70); body-close confirmed breakout 09:45 ET; NO CAPITAL - signal only, not executed"
2026-09-23,CMPS,14.8400,2995511,0.8985,1.2547,14.7150,14.5900,0.1250,0.8423%,green,long,watching,,,,,,,,,,,,,,PASS universe filters (watchlist),"; BIAS_INVALIDATED - closed beyond opposite OR level, still watching for correct-direction reversal before 11:00 ET cutoff"
2026-09-23,FCEL,17.8500,7532586,1.5064,0.8379,17.6131,17.4100,0.2031,1.1378%,red,short,triggered_no_capital,09:35,17.3101,17.6131,full_range,16.8556,1.5,0,0,0%,,,,,PASS universe filters (watchlist),"RVOL_BELOW_THRESHOLD(rvol=0.84); body-close confirmed breakout 09:35 ET; NO CAPITAL - signal only, not executed"
2026-09-23,GME,23.9000,9188956,0.8013,1.3038,24.1700,23.8600,0.3100,1.2971%,green,long,triggered_no_capital,09:35,24.2250,23.8600,full_range,24.7725,1.5,0,0,0%,,,,,PASS universe filters (watchlist),"; body-close confirmed breakout 09:35 ET; NO CAPITAL - signal only, not executed"
2026-09-23,GOOGL,350.1900,26869591,8.8043,2.0687,350.0000,347.7300,2.2700,0.6482%,red,short,triggered_no_capital,09:35,346.8200,350.0000,full_range,342.0500,1.5,0,0,0%,,,,,PASS universe filters (watchlist),"; body-close confirmed breakout 09:35 ET; NO CAPITAL - signal only, not executed"
2026-09-23,LLY,1169.7100,2314720,30.7925,0.6754,1184.1050,1174.5100,9.5950,0.8203%,green,long,watching,,,,,,,,,,,,,,PASS universe filters (watchlist),"RVOL_BELOW_THRESHOLD(rvol=0.68); BIAS_INVALIDATED - closed beyond opposite OR level, still watching for correct-direction reversal before 11:00 ET cutoff"
2026-09-23,MRK,150.5500,10011145,3.1289,0.4375,151.4400,150.4095,1.0305,0.6845%,red,short,triggered_no_capital,09:40,150.3100,151.4400,full_range,148.6150,1.5,0,0,0%,,,,,PASS universe filters (watchlist),"RVOL_BELOW_THRESHOLD(rvol=0.44); body-close confirmed breakout 09:40 ET; NO CAPITAL - signal only, not executed"
2026-09-23,MSFT,501.8900,20354935,10.9133,2.2745,503.7700,500.3001,3.4699,0.6914%,green,long,triggered_no_capital,09:35,507.7900,500.3001,full_range,519.0249,1.5,0,0,0%,,,,,PASS universe filters (watchlist),"; body-close confirmed breakout 09:35 ET; NO CAPITAL - signal only, not executed"
2026-09-23,NOK,10.8100,98009282,0.5369,0.8530,10.8700,10.7400,0.1300,1.2026%,red,short,triggered_no_capital,09:50,10.7200,10.8700,full_range,10.4950,1.5,0,0,0%,,,,,PASS universe filters (watchlist),"RVOL_BELOW_THRESHOLD(rvol=0.85); body-close confirmed breakout 09:50 ET; NO CAPITAL - signal only, not executed"
2026-09-23,NVDA,228.1000,117177161,6.2380,1.5062,228.8700,227.6016,1.2684,0.5561%,green,long,watching,,,,,,,,,,,,,,PASS universe filters (watchlist),"; BIAS_INVALIDATED - closed beyond opposite OR level, still watching for correct-direction reversal before 11:00 ET cutoff"
