date,symbol,last_price_at_open,avg_vol_14d,atr_14d,rvol_first_candle,or_high,or_low,or_range,or_range_pct_of_price,first_candle_close_color,direction_bias,status,entry_time_et,entry_price,stop_price,stop_style,target_price,target_r_multiple,shares,risk_dollars,risk_pct_equity,exit_time_et,exit_price,realized_pnl,r_multiple_realized,reason_pass_fail,notes
2026-09-22,ABT,103.5500,8792065,2.6218,0.1612,104.0100,103.2000,0.8100,0.7822%,red,short,triggered_no_capital,09:35,103.1600,104.0100,full_range,101.8850,1.5,0,0,0%,,,,,PASS universe filters (watchlist),"RVOL_BELOW_THRESHOLD(rvol=0.16); body-close confirmed breakout 09:35 ET; NO CAPITAL - signal only, not executed"
2026-09-22,CMPS,15.1200,2965221,0.8703,1.2782,15.1500,14.8200,0.3300,2.1825%,red,short,watching,,,,,,,,,,,,,,PASS universe filters (watchlist),"RANGE_OVERSIZED(2.18%) - halve size if triggers; BIAS_INVALIDATED - closed beyond opposite OR level, still watching for correct-direction reversal before 11:00 ET cutoff"
2026-09-22,FCEL,17.7982,7533998,1.4564,2.2762,17.6600,17.1700,0.4900,2.7531%,red,short,watching,,,,,,,,,,,,,,PASS universe filters (watchlist),"RANGE_OVERSIZED(2.75%) - halve size if triggers; BIAS_INVALIDATED - closed beyond opposite OR level, still watching for correct-direction reversal before 11:00 ET cutoff"
2026-09-22,GME,23.5481,8950432,0.7377,3.1700,23.9400,23.2956,0.6444,2.7365%,green,long,watching,,,,,,,,,,,,,,PASS universe filters (watchlist),RANGE_OVERSIZED(2.74%) - halve size if triggers
2026-09-22,GOOGL,356.4626,26406357,8.4085,2.1523,359.9500,357.1530,2.7970,0.7847%,green,long,triggered_no_capital,09:35,360.9200,357.1530,full_range,366.5705,1.5,0,0,0%,,,,,PASS universe filters (watchlist),"; body-close confirmed breakout 09:35 ET; NO CAPITAL - signal only, not executed"
2026-09-22,LLY,1150.0000,2319649,29.9865,1.4234,1153.0000,1139.8800,13.1200,1.1409%,green,long,triggered_no_capital,09:50,1154.0825,1139.8800,full_range,1175.3862,1.5,0,0,0%,,,,,PASS universe filters (watchlist),"; body-close confirmed breakout 09:50 ET; NO CAPITAL - signal only, not executed"
2026-09-22,MRK,149.6400,9917789,3.0137,0.1007,148.9800,148.2500,0.7300,0.4878%,red,short,triggered_no_capital,09:35,148.1900,148.9800,full_range,147.0050,1.5,0,0,0%,,,,,PASS universe filters (watchlist),"RVOL_BELOW_THRESHOLD(rvol=0.10); body-close confirmed breakout 09:35 ET; NO CAPITAL - signal only, not executed"
2026-09-22,MSFT,508.0000,20311323,10.6105,2.3512,508.5000,501.7500,6.7500,1.3287%,red,short,triggered_no_capital,09:35,501.7100,508.5000,full_range,491.5250,1.5,0,0,0%,,,,,PASS universe filters (watchlist),"; body-close confirmed breakout 09:35 ET; NO CAPITAL - signal only, not executed"
2026-09-22,NOK,10.6300,94697237,0.5319,1.8999,10.6900,10.5200,0.1700,1.5992%,green,long,triggered_no_capital,09:40,10.6950,10.5200,full_range,10.9575,1.5,0,0,0%,,,,,PASS universe filters (watchlist),"RANGE_OVERSIZED(1.60%) - halve size if triggers; body-close confirmed breakout 09:40 ET; NO CAPITAL - signal only, not executed"
2026-09-22,NVDA,226.6700,118174166,6.4502,2.0673,229.5390,226.5000,3.0390,1.3407%,green,long,watching,,,,,,,,,,,,,,PASS universe filters (watchlist),
2026-09-22,RBLX,51.7514,9568905,2.3800,0.2444,51.9000,50.6000,1.3000,2.5120%,red,short,triggered_no_capital,09:35,50.5150,51.9000,full_range,48.4375,1.5,0,0,0%,,,,,PASS universe filters (watchlist),"RVOL_BELOW_THRESHOLD(rvol=0.24); RANGE_OVERSIZED(2.51%) - halve size if triggers; body-close confirmed breakout 09:35 ET; NO CAPITAL - signal only, not executed"
2026-09-22,RIVN,15.5659,20389546,0.6367,3.5716,15.6900,15.3800,0.3100,1.9915%,red,short,triggered_no_capital,09:35,15.3796,15.6900,full_range,14.9140,1.5,0,0,0%,,,,,PASS universe filters (watchlist),"RANGE_OVERSIZED(1.99%) - halve size if triggers; body-close confirmed breakout 09:35 ET; NO CAPITAL - signal only, not executed"
2026-09-22,RKT,12.7000,32020878,0.6004,0.5707,12.8000,12.6900,0.1100,0.8661%,green,long,watching,,,,,,,,,,,,,,PASS universe filters (watchlist),"RVOL_BELOW_THRESHOLD(rvol=0.57); BIAS_INVALIDATED - closed beyond opposite OR level, still watching for correct-direction reversal before 11:00 ET cutoff"
2026-09-22,SLS,11.3884,7109014,0.9254,0.8956,11.4479,11.1700,0.2779,2.4402%,red,short,watching,,,,,,,,,,,,,,PASS universe filters (watchlist),"RVOL_BELOW_THRESHOLD(rvol=0.90); RANGE_OVERSIZED(2.44%) - halve size if triggers; BIAS_INVALIDATED - closed beyond opposite OR level, still watching for correct-direction reversal before 11:00 ET cutoff"
2026-09-22,TTWO,211.7250,2615883,7.6270,1.1296,211.7950,208.9107,2.8843,1.3623%,red,short,triggered_no_capital,09:35,208.2600,211.7950,full_range,202.9575,1.5,0,0,0%,,,,,PASS universe filters (watchlist),"; body-close confirmed breakout 09:35 ET; NO CAPITAL - signal only, not executed"
