date,symbol,last_price_at_open,avg_vol_14d,atr_14d,rvol_first_candle,or_high,or_low,or_range,or_range_pct_of_price,first_candle_close_color,direction_bias,status,entry_time_et,entry_price,stop_price,stop_style,target_price,target_r_multiple,shares,risk_dollars,risk_pct_equity,exit_time_et,exit_price,realized_pnl,r_multiple_realized,reason_pass_fail,notes
2026-09-02,MRK,150.14,12481947,4.81,,,,,,,,pending,,,,,,,,,,,,,,pass_universe,watchlist; pre-market +0.19% vs prior close 149.86
2026-09-02,TTWO,215.87,2654636,8.69,,,,,,,,pending,,,,,,,,,,,,,,pass_universe,watchlist; pre-market -0.37%, third day of weakness after Fri gap-down
2026-09-02,SLS,13.29,7828528,1.29,,,,,,,,pending,,,,,,,,,,,,,,pass_universe,watchlist; pre-market +0.53%
2026-09-02,GAIN,16.28,175390,,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d~0.18M<1M),
2026-09-02,MSFT,499.66,22795286,9.69,,,,,,,,pending,,,,,,,,,,,,,,pass_universe,watchlist; pre-market -0.27%
2026-09-02,NVDA,218.69,130382862,6.67,,,,,,,,pending,,,,,,,,,,,,,,pass_universe,watchlist; pre-market +0.57%
2026-09-02,GOOGL,333.95,21810843,6.21,,,,,,,,pending,,,,,,,,,,,,,,pass_universe,watchlist; pre-market -0.32%
2026-09-02,CMPS,13.25,2181838,0.66,,,,,,,,pending,,,,,,,,,,,,,,pass_universe,watchlist; pre-market +0.08%
2026-09-02,ABT,108.69,7833238,2.46,,,,,,,,pending,,,,,,,,,,,,,,pass_universe,watchlist; pre-market -0.22%
2026-09-02,RBLX,40.00,10715982,1.86,,,,,,,,pending,,,,,,,,,,,,,,pass_universe,watchlist; pre-market -1.65%
2026-09-02,LCID,4.53,,,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(price<$5),
2026-09-02,RIVN,15.55,23091538,0.70,,,,,,,,pending,,,,,,,,,,,,,,pass_universe,watchlist; pre-market +0.10%
2026-09-02,REGN,833.06,656053,,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d~0.66M<1M),
2026-09-02,LLY,1166.31,2554771,36.72,,,,,,,,pending,,,,,,,,,,,,,,pass_universe,watchlist; pre-market +0.54%
2026-09-02,VOO,701.05,6595129,4.81,,,,,,,,pending,,,,,,,,,,,,,,pass_universe,watchlist; pre-market +0.11%
2026-09-02,WY,23.53,4477515,0.52,,,,,,,,pending,,,,,,,,,,,,,,pass_universe,watchlist; pre-market +0.64%
2026-09-02,WFG,66.34,210290,,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d~0.21M<1M),
2026-09-02,RKT,13.04,22157453,0.62,,,,,,,,pending,,,,,,,,,,,,,,pass_universe,watchlist; pre-market -0.05%
2026-09-02,AMC,2.59,,,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(price<$5),
2026-09-02,NOK,10.02,68656808,0.42,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(atr_14d~0.42<0.50),
2026-09-02,NIO,3.94,,,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(price<$5),
2026-09-02,BB,7.84,9197975,0.40,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(atr_14d~0.40<0.50),
2026-09-02,GME,18.97,6132938,0.44,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(atr_14d~0.44<0.50 - borderline),
