date,symbol,last_price_at_open,avg_vol_14d,atr_14d,rvol_first_candle,or_high,or_low,or_range,or_range_pct_of_price,first_candle_close_color,direction_bias,status,entry_time_et,entry_price,stop_price,stop_style,target_price,target_r_multiple,shares,risk_dollars,risk_pct_equity,exit_time_et,exit_price,realized_pnl,r_multiple_realized,reason_pass_fail,notes
2026-09-16,MRK,144.27,8411332,3.246,0.38,144.7053,143.5000,1.2053,0.835%,green,long,skipped,,,,,,,,,,,,,,pass_universe; fail_rvol0.38<1.0,watchlist; failed OR filter at Phase 2
2026-09-16,TTWO,212.07,2884048,8.565,1.73,214.6488,211.5900,3.0588,1.442%,green,long,watching,,,,,,,,,,,,,,pass_universe,"watchlist; OR 211.59-214.65, green first candle, rvol=1.73, bias=long"
2026-09-16,SLS,11.25,7380438,1.119,1.73,11.4200,11.2400,0.1800,1.600%,green,long,watching,,,,,,,,,,,,,,pass_universe; RANGE_OVERSIZED(1.60%),"watchlist; OR 11.24-11.42, green first candle, rvol=1.73, bias=long; halve size if triggers"
2026-09-16,GAIN,15.77,164494,0.251,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d~0.16M<1M;atr_14d~0.25<0.50),"watchlist; failed universe filter, no OR computed"
2026-09-16,MSFT,493.07,20549294,10.635,1.74,494.9900,491.1300,3.8600,0.783%,green,long,watching,,,,,,,,,,,,,,pass_universe,"watchlist; OR 491.13-494.99, green first candle, rvol=1.74, bias=long"
2026-09-16,NVDA,214.03,139757134,7.532,1.03,214.2300,213.3100,0.9200,0.430%,red,short,watching,,,,,,,,,,,,,,pass_universe,"watchlist; OR 213.31-214.23, red first candle, rvol=1.03, bias=short"
2026-09-16,GOOGL,347.00,25332928,7.638,1.52,348.4000,345.3400,3.0600,0.882%,red,short,watching,,,,,,,,,,,,,,pass_universe,"watchlist; OR 345.34-348.40, red first candle, rvol=1.52, bias=short"
2026-09-16,CMPS,13.90,2525699,0.792,0.67,13.9399,13.7300,0.2099,1.510%,red,short,skipped,,,,,,,,,,,,,,pass_universe; fail_rvol0.67<1.0,watchlist; failed OR filter at Phase 2
2026-09-16,ABT,101.90,7920790,2.806,0.27,102.0000,101.5000,0.5000,0.491%,red,short,skipped,,,,,,,,,,,,,,pass_universe; fail_rvol0.27<1.0,watchlist; failed OR filter at Phase 2
2026-09-16,RBLX,50.34,10440712,2.228,0.60,50.3448,49.7000,0.6448,1.281%,red,short,skipped,,,,,,,,,,,,,,pass_universe; fail_rvol0.60<1.0,watchlist; failed OR filter at Phase 2
2026-09-16,LCID,4.1500,12705171,0.311,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(price<$5($4.15);atr_14d~0.31<0.50),"watchlist; failed universe filter, no OR computed"
2026-09-16,RIVN,15.55,19326904,0.640,1.06,15.7293,15.4400,0.2893,1.860%,red,short,watching,,,,,,,,,,,,,,pass_universe; RANGE_OVERSIZED(1.86%),"watchlist; OR 15.44-15.73, red first candle, rvol=1.06, bias=short; halve size if triggers"
2026-09-16,REGN,777.50,607546,20.879,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d~0.61M<1M),"watchlist; failed universe filter, no OR computed"
2026-09-16,LLY,1141.67,2378354,27.886,0.64,1148.9149,1134.7200,14.1949,1.243%,green,long,skipped,,,,,,,,,,,,,,pass_universe; fail_rvol0.64<1.0,watchlist; failed OR filter at Phase 2
