date,symbol,last_price_at_open,avg_vol_14d,atr_14d,rvol_first_candle,or_high,or_low,or_range,or_range_pct_of_price,first_candle_close_color,direction_bias,status,entry_time_et,entry_price,stop_price,stop_style,target_price,target_r_multiple,shares,risk_dollars,risk_pct_equity,exit_time_et,exit_price,realized_pnl,r_multiple_realized,reason_pass_fail,notes
2026-08-28,MRK,147.975,11836912,3.89,1.75,148.746,145.75,2.996,2.04%,green,long,triggered_no_capital,10:00,148.88,145.75,full_range,,,,,,,,,,pass_universe;rvol_pass;bias_long;RANGE_OVERSIZED(halve size);body close above OR High (148.88>148.746) strong body 87% of range,FADED - retreated back inside range by 10:05 (148.24<148.746); no order placed anyway (unfunded)
2026-08-28,TTWO,236.22,2388370,8.03,5.31,239.125,232.15,6.975,2.94%,red,short,watching,,,,,,,,,,,,,pass_universe;rvol_pass(strong);bias_short;RANGE_OVERSIZED(2.94%>1.5% cap - halve size or skip if triggers),no trigger through 10:35 candle; recovered to 237.49, short bias dead
2026-08-28,SLS,14.59,6882776,1.13,2.22,14.79,14.51,0.28,1.91%,red,short,triggered_no_capital,09:40,14.4015,14.79,full_range,,,,,,,,,,pass_universe;rvol_pass;bias_short;RANGE_OVERSIZED(halve size);body close below OR Low (14.4015<14.51) body 77% of range,confirmed - holding below through 09:55 (14.3585 new low); BLOCKED_NO_BUYING_POWER
2026-08-28,MSFT,509.00,24340604,5.5,1.81,509.50,504.8675,4.6325,0.91%,green,long,triggered_no_capital,09:45,511.8118,504.8675,full_range,522.23-525.70,1.5-2.0,0,0,0%,,,,,pass_universe;rvol_pass;bias_long;range_ok(full size eligible);body close above OR High (511.8118>509.50) body 79% of range,confirmed - extended to 512.77 then holding ~510; BLOCKED_NO_BUYING_POWER
2026-08-28,NVDA,226.735,104463460,10.7,3.28,227.455,226.05,1.405,0.62%,red,short,triggered_no_capital,09:50,225.87,227.455,full_range,223.49-222.70,1.5-2.0,0,0,0%,,,,,pass_universe;rvol_pass;bias_short;range_ok(full size eligible);body close below OR Low (225.87<226.05) strong body 85% of range,confirmed - held below through 09:55 (225.215); BLOCKED_NO_BUYING_POWER
2026-08-28,GOOGL,343.08,21252687,7.8,1.96,343.14,340.27,2.87,0.84%,green,long,triggered_no_capital,09:55,343.25,340.27,full_range,,,,,,,,,,pass_universe;rvol_pass;bias_long;range_ok(full size eligible);marginal body close above OR High (343.25>343.14) body only 13% of range - weak confirmation,just triggered this candle - not yet confirmed; BLOCKED_NO_BUYING_POWER
2026-08-28,CMPS,14.205,2552831,0.68,2.94,14.71,14.18,0.53,3.68%,red,short,triggered_no_capital,09:40,14.10,14.71,full_range,,,,,,,,,,pass_universe;rvol_pass(strong);bias_short;RANGE_OVERSIZED(skip or minimal size only);body close below OR Low (14.10<14.18) body 67% of range,FADED - bounced back above OR Low by 09:50 (14.28) and continuing up (14.3192 by 09:55); no order placed anyway (unfunded)
2026-08-28,ABT,111.68,7446742,1.5,1.98,111.99,111.11,0.88,0.79%,green,long,triggered_no_capital,10:35,112.01,111.11,full_range,,,,,,,,,,pass_universe;rvol_pass;bias_long(weak-body_11pct_of_range);range_ok(full size eligible);body close above OR High (112.01>111.99) body 82% of range,just triggered this candle - not yet confirmed; BLOCKED_NO_BUYING_POWER
2026-08-28,RBLX,38.97,11976630,,0.422,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(42%<100%),
2026-08-28,LCID,5.06,10290087,0.423,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(atr_14d~0.42<0.50; price back above $5 today but ATR still fails),
2026-08-28,RIVN,16.36,20515520,,3.81,16.73,16.27,0.46,2.79%,red,short,triggered_no_capital,09:40,16.055,16.73,full_range,,,,,,,,,,pass_universe;rvol_pass(strong);bias_short;RANGE_OVERSIZED(halve size);body close below OR Low (16.055<16.27) very strong body 90% of range,confirmed - held well below OR Low through 09:55 (16.20); BLOCKED_NO_BUYING_POWER
2026-08-28,REGN,807.71,~0.7M(recent proxy),,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d~0.72M<1M),
2026-08-28,LLY,1167.00,2527190,26,0.696,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(70%<100%),
2026-08-28,VOO,709.665,6014622,,0.700,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(70%<100%),
2026-08-28,WY,24.01,4993082,0.53,0.678,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(68%<100%),
2026-08-28,RKT,14.48,27056714,,0.678,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(68%<100%),
2026-08-28,NOK,10.46,~75000000(approx),,~0.72,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(~72%<100%; approx),
2026-08-28,BB,8.815,~9200000(approx),,2.79,8.818,8.52,0.298,3.43%,green,long,watching,,,,,,,,,,,,,pass_universe;rvol_pass(strong);bias_long;RANGE_OVERSIZED(3.43%>>1.5% cap - skip or minimal size only),no trigger (bias long-only); price instead broke below OR Low (8.445 at 09:45) - long setup invalidated, no short trade taken per direction-bias rule
2026-08-28,FCEL,19.15,8384059,2.0,0.433,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(43%<100%),
2026-08-28,GAIN,16.34,~220K(approx),,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d<<1M),
2026-08-28,WFG,69.05,~221K(approx),,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d<<1M),
2026-08-28,DRIV,34.81,~30K(approx),,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d<<1M),
2026-08-28,GME,18.33,~5.0M(approx),~0.40(approx - borderline),,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(atr_14d~0.40<0.50 - borderline),
2026-08-28,AMC,2.71,,,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(price<$5),
2026-08-28,NIO,4.37,,,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(price<$5),
2026-08-28,BLNK,0.565,,,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(price<$5),
2026-08-28,MRVL,222.235,24437626,17.25,26.25,225.4799,219.12,6.3599,2.86%,red,short,watching,,,,,,,,,,,,,pass_universe;market_scan;rvol_pass(extreme -5.5%);bias_short;RANGE_OVERSIZED(2.86%>1.5% cap - halve size if triggers),no trigger (bias short-only); price instead rallied above OR High (227.63 at 09:40) - short setup invalidated, no long trade taken per direction-bias rule; possible base forming
2026-08-28,SHW,347.00,1549407,8.50,17.74,348.665,347.00,1.665,0.48%,red,short,triggered_no_capital,09:40,346.09,348.665,full_range,342.23-340.94,1.5-2.0,0,0,0%,,,,,pass_universe;market_scan;rvol_pass(strong);bias_short;range_ok(full size eligible);body close below OR Low (346.09<347.00) body 78% of range,confirmed - held down through 09:55 (345.23); BLOCKED_NO_BUYING_POWER
2026-08-28,CRM,257.30,15372948,10.65,17.21,257.38,249.00,8.38,3.31%,green,long,triggered_no_capital,09:40,257.84,249.00,full_range,,,,,,,,,,pass_universe;market_scan;rvol_pass(strong);bias_long;RANGE_OVERSIZED(skip or minimal size only);marginal body close above OR High (257.84>257.38) body only 24% of range,briefly faded back inside at 09:45 (256.705) then strongly reconfirmed - 260.63 by 09:55; BLOCKED_NO_BUYING_POWER
2026-08-28,CRWD,218.785,9140497,11.61,11.83,228.495,218.30,10.195,4.57%,red,short,triggered_no_capital,09:40,217.45,228.495,full_range,,,,,,,,,,pass_universe;market_scan;rvol_pass(strong);bias_short;RANGE_OVERSIZED(way oversized - skip or minimal size only);body close below OR Low (217.45<218.30) body 48% of range,confirmed - continued down to 215.40 by 09:55 near session low; BLOCKED_NO_BUYING_POWER
2026-08-28,ADSK,260.265,1829933,9.70,11.68,267.00,256.00,11.00,4.26%,green,long,watching,,,,,,,,,,,,,pass_universe;market_scan;rvol_pass(strong);bias_long(weak-body_24pct_of_range);RANGE_OVERSIZED(4.26%>>1.5% cap - skip or minimal size only),no trigger (bias long-only); price instead broke below OR Low (255.71 at 09:45, 254.51 at 09:50) - long setup invalidated, no short trade taken per direction-bias rule
2026-08-28,V,380.075,7220610,6.80,10.35,380.80,379.39,1.41,0.37%,red,short,watching,,,,,,,,,,,,,pass_universe;market_scan;rvol_pass(strong);bias_short;range_ok(tight clean range),no trigger (bias short-only); price instead rallied above OR High (381.29 at 09:45, 381.79 at 09:50) - short setup invalidated, no long trade taken per direction-bias rule
2026-08-28,VEEV,278.515,1930224,11.25,8.52,283.71,278.515,5.195,1.86%,red,short,watching,,,,,,,,,,,,,pass_universe;market_scan;rvol_pass(strong);bias_short(weak-body_28pct_of_range);RANGE_OVERSIZED(1.86%>1.5% cap - halve size if triggers),no trigger through 10:35 candle; holding mid-range 280-282, short bias dead
2026-08-28,JNJ,265.415,6273523,5.57,8.47,266.27,264.27,2.00,0.75%,red,short,watching,,,,,,,,,,,,,pass_universe;market_scan;rvol_pass(strong);bias_short(weak-body_15pct_of_range);range_ok,no trigger (bias short-only); price instead rallied above OR High (266.69 at 10:00, 267.03 at 10:10) - short setup invalidated, no long trade taken per direction-bias rule
2026-08-28,PANW,367.01,5260928,17.57,7.96,378.52,366.00,12.52,3.37%,red,short,triggered_no_capital,09:50,365.095,378.52,full_range,,,,,,,,,,pass_universe;market_scan;rvol_pass(strong);bias_short;RANGE_OVERSIZED(way oversized - skip or minimal size only);body close below OR Low (365.095<366.00) strong body 84% of range,confirmed - continued down to 364.01 by 09:55; BLOCKED_NO_BUYING_POWER
2026-08-28,MS,215.165,3835357,5.13,7.84,216.605,214.43,2.175,1.01%,red,short,watching,,,,,,,,,,,,,pass_universe;market_scan;rvol_pass(strong);bias_short(very weak-body_10pct_of_range;near-doji);range_ok,no trigger through 10:35 candle; wicked to 214.4484 at 10:25 but no close confirmation; holding mid-range since
2026-08-28,ALNY,230.36,1585058,11.15,7.83,231.85,223.61,8.24,3.63%,green,long,triggered_no_capital,09:40,234.585,223.61,full_range,,,,,,,,,,pass_universe;market_scan;rvol_pass(strong);bias_long;RANGE_OVERSIZED(way oversized - skip or minimal size only);body close above OR High (234.585>231.85) strong body 84% of range closed at high,confirmed - extended to 236.23 then holding ~234.4; BLOCKED_NO_BUYING_POWER
2026-08-28,APP,323.7396,5593357,17.82,7.77,324.30,316.00,8.30,2.59%,green,long,triggered_no_capital,10:00,325.825,316.00,full_range,,,,,,,,,,pass_universe;market_scan;rvol_pass(strong);bias_long;RANGE_OVERSIZED(halve size);body close above OR High (325.825>324.30) body 47% of range,FADED - pulled back inside range by 10:10 (323.165), choppy since (bounced to 324.04 by 10:20 but still below OR High); no order placed anyway (unfunded)
