date,symbol,last_price_at_open,avg_vol_14d,atr_14d,rvol_first_candle,or_high,or_low,or_range,or_range_pct_of_price,first_candle_close_color,direction_bias,status,entry_time_et,entry_price,stop_price,stop_style,target_price,target_r_multiple,shares,risk_dollars,risk_pct_equity,exit_time_et,exit_price,realized_pnl,r_multiple_realized,reason_pass_fail,notes
2026-09-11,GAIN,16.00,163000,0.24,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d~0.16M<1M),watchlist
2026-09-11,LCID,4.25,11735000,0.39,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(price<$5),watchlist
2026-09-11,REGN,793.26,664000,20.31,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d~0.66M<1M),watchlist
2026-09-11,WFG,67.55,205000,2.29,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d~0.20M<1M),watchlist
2026-09-11,AMC,2.40,17723000,0.15,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(price<$5),watchlist
2026-09-11,NOK,10.81,65128000,0.39,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(atr_14d~0.39<0.50),watchlist
2026-09-11,NIO,3.68,38389000,0.15,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(price<$5),watchlist
2026-09-11,BB,7.63,9035000,0.39,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(atr_14d~0.39<0.50),watchlist
2026-09-11,GME,20.98,6303000,0.43,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(atr_14d~0.43<0.50),watchlist
2026-09-11,DRIV,33.86,27000,0.55,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d~0.03M<1M),watchlist
2026-09-11,BLNK,0.55,1193000,0.03,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(price<$5),watchlist
2026-09-11,MRK,145.75,12461000,4.82,0.787,,,,,,,skipped,,,,,,,,,,,,,,pass_universe;fail_rvol(78.7%<100%),watchlist; OR candle formed but rvol below threshold - never entered watching
2026-09-11,TTWO,218.00,2827000,8.69,0.707,,,,,,,skipped,,,,,,,,,,,,,,pass_universe;fail_rvol(70.7%<100%),watchlist; OR candle formed but rvol below threshold - never entered watching
2026-09-11,SLS,13.53,7967000,1.30,1.251,13.7300,13.4908,0.2392,1.75%,green,long,watching,,,,,,,,,,,,,,pass_universe;rvol_pass;bias_long(moderate-body_43pct_of_range);RANGE_OVERSIZED(1.75%>1.5% cap - halve size if triggers),"BIAS_INVALIDATED - closed 13.19 at 09:40 ET, below OR Low(13.4908), wrong direction for the long bias; chopped 13.00-13.42 through 10:00 ET, no close above OR High(13.73) reached"
2026-09-11,MSFT,496.70,22810000,10.48,1.372,496.6900,493.3160,3.3740,0.68%,green,long,triggered_no_capital,09:50,496.7800,493.3160,full_range,501.9760,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_long(moderate-body_31pct_of_range);range_ok;body_close_confirmed,"09:50 ET candle closed 496.78, first close above OR High(496.69); NO CAPITAL - signal only, not executed"
2026-09-11,NVDA,220.83,138757000,7.39,1.189,221.3400,219.1501,2.1899,1.00%,red,short,watching,,,,,,,,,,,,,,pass_universe;rvol_pass;bias_short(strong-body_69pct_of_range);range_ok,"BIAS_INVALIDATED - closed 221.61 at 09:55 ET, above OR High(221.34), wrong direction for the short bias; extended to 222.00 by 10:00 ET, no close below OR Low(219.15) reached"
2026-09-11,GOOGL,334.86,22356000,6.52,2.451,340.2500,335.0650,5.1850,1.52%,green,long,watching,,,,,,,,,,,,,,pass_universe;rvol_pass;bias_long(strong-body_96pct_of_range);RANGE_OVERSIZED(1.52%>1.5% cap - halve size if triggers),"chopped 337.21-338.98 through 10:00 ET, well below OR High(340.25); still inside range, watching"
2026-09-11,CMPS,14.34,2183000,0.65,1.156,14.3679,14.1300,0.2379,1.66%,green,long,triggered_no_capital,09:40,14.4650,14.1300,full_range,14.9675,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_long(strong-body_88pct_of_range);RANGE_OVERSIZED(1.66%>1.5% cap - halve size if triggers);body_close_confirmed,"very first post-OR candle (09:40) closed 14.47, above OR High(14.37); NO CAPITAL - signal only, not executed"
2026-09-11,ABT,103.58,8023000,2.75,0.300,,,,,,,skipped,,,,,,,,,,,,,,pass_universe;fail_rvol(30.0%<100%),watchlist; OR candle formed but rvol below threshold - never entered watching
2026-09-11,RBLX,45.25,10267000,1.85,0.181,,,,,,,skipped,,,,,,,,,,,,,,pass_universe;fail_rvol(18.1%<100%),watchlist; OR candle formed but rvol below threshold - never entered watching
2026-09-11,RIVN,16.20,23113000,0.69,2.930,16.5400,16.2260,0.3140,1.92%,green,long,triggered_no_capital,09:50,16.6100,16.2260,full_range,17.1860,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_long(moderate-body_40pct_of_range);RANGE_OVERSIZED(1.92%>1.5% cap - halve size if triggers);body_close_confirmed,"09:50 ET candle closed 16.61, first close above OR High(16.54); NO CAPITAL - signal only, not executed"
2026-09-11,LLY,1127.24,2612000,36.15,0.244,,,,,,,skipped,,,,,,,,,,,,,,pass_universe;fail_rvol(24.4%<100%),watchlist; OR candle formed but rvol below threshold - never entered watching
2026-09-11,VOO,703.09,7132000,5.04,1.384,704.0200,702.5101,1.5099,0.21%,green,long,triggered_no_capital,09:55,704.4900,702.5101,full_range,707.4598,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_long(strong-body_68pct_of_range);range_ok;body_close_confirmed,"09:55 ET candle closed 704.49, first close above OR High(704.02); NO CAPITAL - signal only, not executed"
2026-09-11,WY,22.23,4754000,0.53,1.289,22.3302,22.1200,0.2102,0.95%,red,short,triggered_no_capital,09:50,22.1100,22.3302,full_range,21.7797,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_short(weak-body_19pct_of_range);range_ok;body_close_confirmed,"09:50 ET candle closed 22.11, first close below OR Low(22.12); NO CAPITAL - signal only, not executed"
2026-09-11,RKT,13.45,22127000,0.62,0.977,,,,,,,skipped,,,,,,,,,,,,,,pass_universe;fail_rvol(97.7%<100%),watchlist; OR candle formed but rvol below threshold - never entered watching
2026-09-11,FCEL,15.99,8234000,1.79,1.351,16.1900,15.8000,0.3900,2.45%,green,long,triggered_no_capital,09:55,16.3300,15.8000,full_range,17.1250,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_long(weak-body_15pct_of_range);RANGE_OVERSIZED(2.45%>1.5% cap - halve size if triggers);body_close_confirmed,"09:55 ET candle closed 16.33, first close above OR High(16.19); NO CAPITAL - signal only, not executed"
