date,symbol,last_price_at_open,avg_vol_14d,atr_14d,rvol_first_candle,or_high,or_low,or_range,or_range_pct_of_price,first_candle_close_color,direction_bias,status,entry_time_et,entry_price,stop_price,stop_style,target_price,target_r_multiple,shares,risk_dollars,risk_pct_equity,exit_time_et,exit_price,realized_pnl,r_multiple_realized,reason_pass_fail,notes
2026-09-01,MRK,149.66,12523413,4.9,0.437,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(44%<100%),watchlist; pre-market +1.29% vs prior close 147.76
2026-09-01,TTWO,217.39,2586057,8.89,3.635,219.3000,214.3700,4.9300,2.29%,red,short,watching,,,,,,,,,,,,,,pass_universe;rvol_pass(strong);bias_short;RANGE_OVERSIZED(2.29%>1.5% cap - halve size if triggers),watchlist; continuing yesterday's breakdown
2026-09-01,SLS,12.9514,7963183,1.34,1.433,13.3900,12.9700,0.4200,3.17%,green,long,watching,,,,,,,,,,,,,,pass_universe;rvol_pass;bias_long;RANGE_OVERSIZED(3.17%>1.5% cap - halve size if triggers),watchlist
2026-09-01,GAIN,17.06,176228,,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d~0.18M<1M),
2026-09-01,MSFT,497.41,23363471,9.81,2.699,500.5000,496.7800,3.7200,0.75%,green,long,watching,,,,,,,,,,,,,,pass_universe;rvol_pass(strong);bias_long(weak-body_23pct_of_range);range_ok,watchlist
2026-09-01,NVDA,217.1,130313394,6.81,2.253,217.3000,215.1000,2.2000,1.02%,red,short,watching,,,,,,,,,,,,,,pass_universe;rvol_pass(strong);bias_short;range_ok,watchlist
2026-09-01,GOOGL,336.15,21930081,6.16,3.700,336.1000,333.0600,3.0400,0.91%,red,short,watching,,,,,,,,,,,,,,pass_universe;rvol_pass(strong);bias_short;range_ok,watchlist
2026-09-01,CMPS,13.51,2338586,0.72,1.376,13.4430,13.3600,0.0830,0.62%,green,long,watching,,,,,,,,,,,,,,pass_universe;rvol_pass;bias_long;range_ok,watchlist
2026-09-01,ABT,111.99,7789258,2.36,1.635,113.8500,111.7700,2.0800,1.84%,green,long,watching,,,,,,,,,,,,,,pass_universe;rvol_pass(strong);bias_long;RANGE_OVERSIZED(1.84%>1.5% cap - halve size if triggers),watchlist
2026-09-01,RBLX,40.71,10861883,1.82,0.463,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(46%<100%),watchlist
2026-09-01,LCID,4.85,,,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(price<$5),
2026-09-01,RIVN,15.69,22990274,0.7,1.764,15.8501,15.6600,0.1901,1.21%,green,long,watching,,,,,,,,,,,,,,pass_universe;rvol_pass(strong);bias_long(weak-body_11pct_of_range);range_ok,watchlist
2026-09-01,REGN,799.08,648364,,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d~0.65M<1M),
2026-09-01,LLY,1184.24,2513275,36.99,1.894,1188.3250,1180.1190,8.2060,0.69%,red,short,watching,,,,,,,,,,,,,,pass_universe;rvol_pass(strong);bias_short;range_ok,watchlist
