date,symbol,last_price_at_open,avg_vol_14d,atr_14d,rvol_first_candle,or_high,or_low,or_range,or_range_pct_of_price,first_candle_close_color,direction_bias,status,entry_time_et,entry_price,stop_price,stop_style,target_price,target_r_multiple,shares,risk_dollars,risk_pct_equity,exit_time_et,exit_price,realized_pnl,r_multiple_realized,reason_pass_fail,notes
2026-08-26,TTWO,240.18,2388370,~8.03(30d avg range proxy),2.17,241.2878,232.58,8.7078,3.63%,green,long,watching,,,,,,,,,,,,,pass_universe;rvol_pass;bias_long;RANGE_OVERSIZED(3.63%>1.5% cap - halve size or skip if triggers),no trigger through 10:20 candle (drifted down to 236.80, still well below OR High)
2026-08-26,SLS,13.68,6882776,1.13,1.81,13.87,13.5265,0.3435,2.51%,red,short,watching,,,,,,,,,,,,,pass_universe;rvol_pass;bias_short;RANGE_OVERSIZED(2.51%>1.5% cap - halve size or skip if triggers),no trigger through 10:20 candle; holding ~13.82, short bias dead
2026-08-26,MSFT,493.34,24340604,~5.5(30d avg range proxy),1.51,494.293,487.31,6.983,1.41%,green,long,triggered_no_capital,09:45,494.84,487.31,full_range,506.14-509.90,1.5-2.0,0,0,0%,,,,,pass_universe;rvol_pass;bias_long;range_ok(full size eligible);3rd-candle body close above OR High (494.84>494.293) body 76% of range vol 175102 (~56% of typical - below-average volume confirmation);confirmed by 09:50 candle close 496.45 (continuation),BLOCKED_NO_BUYING_POWER - no order placed; still valid/holding as of 09:50 candle
2026-08-26,NVDA,211.80,104463460,~10.7(30d avg range proxy),2.11,213.60,211.60,2.00,0.94%,red,short,triggered_no_capital,10:15,211.505,213.60,full_range,208.36-207.32,1.5-2.0,0,0,0%,,,,,pass_universe;rvol_pass;bias_short;range_ok(full size eligible);body close below OR Low (211.505<211.60) body 56% of range,confirmed by 10:20 candle close 211.07 new low; BLOCKED_NO_BUYING_POWER - no order placed
2026-08-26,GOOGL,345.58,21252687,~7.8(30d avg range proxy),1.90,346.88,343.61,3.27,0.95%,red,short,triggered_no_capital,10:10,343.16,346.88,full_range,337.58-335.72,1.5-2.0,0,0,0%,,,,,pass_universe;rvol_pass;bias_short;range_ok(full size eligible);body close below OR Low (343.16<343.61) body 54% of range,strongly confirmed by 10:15 candle close 341.71 (near-full-range red candle); BLOCKED_NO_BUYING_POWER - no order placed; NOTE correlated with GOOG which triggered same window - take only one
2026-08-26,CMPS,14.625,2552831,0.68,1.57,14.79,14.60,0.19,1.30%,red,short,watching,,,,,,,,,,,,,pass_universe;rvol_pass;bias_short;range_ok,no trigger through 10:20 candle; holding ~14.82, short bias dead
2026-08-26,ABT,116.09,7446742,~1.5(30d avg range proxy),1.08,116.47,115.02,1.45,1.25%,green,long,watching,,,,,,,,,,,,,pass_universe;rvol_pass(marginal);bias_long;range_ok,no trigger through 10:20 candle; holding ~115.6, long bias fading
2026-08-26,LLY,1222.09,2527190,~26(30d avg range proxy),1.02,1235.775,1216.66,19.115,1.54%,red,short,triggered_no_capital,09:40,1193.28,1216.66,full_range,1158.21-1146.52,1.5-2.0,0,0,0%,,,,,pass_universe;rvol_pass(marginal);bias_short;RANGE_OVERSIZED(halve size);2nd-candle body close below OR Low (1193.28<1216.66) strong full-body candle vol 54125 (~1.67x typical);BLOCKED_NO_BUYING_POWER-account 951894245 equity/buying power = $0,not evaluated - no order placed (zero equity means computed size is 0 shares); will re-check validity once funded
2026-08-26,FCEL,19.75,8384059,~2.0(30d avg range proxy),1.59,19.90,18.80,1.10,5.56%,green,long,watching,,,,,,,,,,,,,pass_universe;rvol_pass;bias_long;RANGE_OVERSIZED(5.56%>1.5% cap - halve size or skip if triggers),no trigger through 10:20 candle; drifted down to 19.18, long bias fading
2026-08-26,RBLX,39.68,11976630,,0.81,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(81%<100%),
